query_chain,subject_id,subject_chain,subject_function,e_value,bit_score,percent_identity,alignment_length
8G5Z_12|Chain,gb|AAC98504.1|,ribosomal protein, partial [Plasmodium falciparum],8.049999999999999e-46,146.0,67.647,102.0
8G5Z_20|Chain,emb|CAA64591.1|,rps12 [Plasmodium falciparum],1.37e-09,52.4,37.662,77.0,
8G5Z_37|Chain,pir|JC7987|,receptor for activated C kinase, RACK protein - Plasmodium falciparum [Plasmodium falciparum],7.550000000000001e-129,370.0,59.236,314.0
8G5Z_37|Chain,gb|AAP93837.1|,COPI protein [Plasmodium falciparum],5.83e-13,69.3,30.709,127.0,
8G5Z_37|Chain,gb|AAP93837.1|,COPI protein [Plasmodium falciparum],8.93e-09,56.2,25.258,194.0,
8G5Z_46|Chain,emb|CAE84233.1|,ribosomal phosphoprotein, partial [Plasmodium falciparum],4.35e-68,210.0,53.403,191.0
8G5Z_46|Chain,emb|CAF18552.1|,ribosomal phosphoprotein, partial [Plasmodium falciparum],1.1799999999999998e-67,209.0,53.403,191.0
8G5Z_46|Chain,gb|AAD10140.1|,acidic ribosomal phosphoprotein PO [Plasmodium falciparum],5.35e-60,189.0,50.521,192.0,
8G5Z_46|Chain,emb|CAA50532.1|,protective antigen, partial [Plasmodium falciparum],2.46e-11,57.4,56.0,50.0
8G5Z_67|Chain,emb|CAA82284.2|,Ag15 [Plasmodium falciparum],8.53e-17,70.5,49.167,120.0,
8G5Z_67|Chain,gb|AAA70296.1|,15 kDa vesicular-like antigen [Plasmodium falciparum],3.98e-13,60.5,53.684,95.0,
8G5Z_86|Chain,gb|AAM46152.1|,eukaryotic translation initiation factor 5A [Plasmodium falciparum],2.33e-58,178.0,56.667,150.0,
8G5Z_87|Chain,gb|AVN98121.1|,elongation factor-1 alpha [Plasmodium falciparum],0.0,650.0,69.595,444.0,
8G5Z_87|Chain,emb|CAA43018.1|,EF-1 alpha [Plasmodium falciparum],0.0,640.0,68.243,444.0,
8G5Z_87|Chain,emb|CAA60960.1|,tufA, partial [Plasmodium falciparum],6.440000000000001e-32,125.0,29.394,330.0
8G5Z_87|Chain,gb|ACR77691.1|,TetQ GTPase [Plasmodium falciparum],3.46e-08,55.8,29.167,120.0,
8G5Z_87|Chain,gb|ACR77661.1|,TetQ GTPase [Plasmodium falciparum],3.47e-08,55.8,29.167,120.0,
8G5Z_87|Chain,gb|ACR77651.1|,TetQ GTPase [Plasmodium falciparum],3.57e-08,55.8,29.167,120.0,
8G5Z_87|Chain,gb|ACR77652.1|,TetQ GTPase [Plasmodium falciparum],3.58e-08,55.8,29.167,120.0,
8G5Z_87|Chain,gb|ACR77660.1|,TetQ GTPase [Plasmodium falciparum],3.58e-08,55.8,29.167,120.0,
8G5Z_87|Chain,gb|ACR77665.1|,TetQ GTPase [Plasmodium falciparum],3.58e-08,55.8,29.167,120.0,
8G5Z_87|Chain,gb|ACR77641.1|,TetQ GTPase [Plasmodium falciparum],3.58e-08,55.8,29.167,120.0,
