query_id,subject_id,subject_description,e_value,bit_score,percent_identity,alignment_length
6PJX_1|Chain,gb|AAT06260.1|,protein kinase B-like protein [Plasmodium falciparum],6.36e-55,192.0,38.148,270
6PJX_1|Chain,gb|AAF99562.1|,cAMP-dependent protein kinase [Plasmodium falciparum],4.01e-41,152.0,32.698,315
6PJX_1|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],3e-25,109.0,30.483,269
6PJX_1|Chain,emb|CAA45179.1|,PfPK2 [Plasmodium falciparum],9.27e-24,104.0,31.739,230
6PJX_1|Chain,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],2.18e-22,100.0,29.588,267
6PJX_1|Chain,emb|CAA80490.1|,serine/threonine-protein kinase [Plasmodium falciparum],1.9e-20,95.5,27.132,258
6PJX_1|Chain,gb|AAC61592.1|,cdk-related protein kinase 6 [Plasmodium falciparum],6.51e-20,90.5,27.948,229
6PJX_2|Chain,sp|P24044.4|,RecName: Full=Calmodulin [Plasmodium falciparum],1.2699999999999999e-95,272.0,89.189,148
6PJX_2|Chain,gb|AAA29509.1|,calmodulin [Plasmodium falciparum],2.53e-91,261.0,87.162,148
6PJX_2|Chain,gb|AAA29509.1|,calmodulin [Plasmodium falciparum],3.96e-11,57.0,43.421,76
6PJX_2|Chain,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],1.52e-17,77.8,27.333,150
6PJX_2|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],3.08e-16,73.9,35.099,151
6PJX_2|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],5.07e-06,44.7,29.545,88
6PJX_2|Chain,gb|AAB49899.1|,membrane-associated calcum-binding protein [Plasmodium falciparum],1.36e-08,52.0,28.03,132
6PJX_2|Chain,gb|AAF14633.1|,membrane-associated calcium-binding protein [Plasmodium falciparum],1.69e-08,51.6,28.03,132
