query_chain,subject_id,subject_chain,subject_function,e_value,bit_score,percent_identity,alignment_length
3TNE_1|Chains,pdb|3F9Q|A,Chain A, Plasmepsin-2 [Plasmodium falciparum],3.9399999999999996e-23,97.8,27.545,334
3TNE_1|Chains,pdb|1ME6|A,Chain A, Plasmepsin II [Plasmodium falciparum],4.0599999999999995e-23,97.8,28.399,331
3TNE_1|Chains,pdb|1LEE|A,Chain A, Plasmepsin 2 [Plasmodium falciparum],4.0999999999999997e-23,97.8,27.545,334
3TNE_1|Chains,pdb|1LF3|A,Chain A, plasmepsin 2 [Plasmodium falciparum],4.2199999999999997e-23,97.8,28.399,331
3TNE_1|Chains,pdb|5BWY|A,Chain A, Plasmepsin-2 [Plasmodium falciparum],5.98e-23,97.8,28.399,331
3TNE_1|Chains,pdb|3QRV|A,Chain A, Plasmepsin-1 [Plasmodium falciparum],6.03e-23,97.4,27.003,337
3TNE_1|Chains,pdb|1PFZ|A,Chain A, Proplasmepsin Ii [Plasmodium falciparum],6.489999999999999e-23,97.8,28.399,331
3TNE_1|Chains,gb|AAA68217.1|,aspartic proteinase, partial [Plasmodium falciparum],1.07e-22,98.2,28.399,331
3TNE_1|Chains,pdb|2BJU|A,Chain A, Plasmepsin Ii [Plasmodium falciparum],1.09e-22,97.8,28.399,331
3TNE_1|Chains,gb|AAW71452.1|,plasmepsin 2, partial [Plasmodium falciparum],1.1e-22,97.8,28.399,331
