6OP9_1|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],3.26e-14,72.8,25.847,236
6OP9_1|Chain,gb|AAL54911.1|,sexual stage-specific protein kinase [Plasmodium falciparum],1.26e-12,68.6,25.238,210
6OP9_1|Chain,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],1.87e-11,64.3,25.571,219
6OP9_1|Chain,pdb|4RGJ|A,Chain A, Calcium-dependent protein kinase 4 [Plasmodium falciparum],1.64e-09,58.5,23.404,235
6OP9_1|Chain,pdb|5DYK|A,Chain A, CGMP-dependent protein kinase [Plasmodium falciparum],8.37e-09,56.6,26.415,212
6OP9_1|Chain,emb|CAA80490.1|,serine/threonine-protein kinase [Plasmodium falciparum],1.27e-08,55.8,23.043,230
6OP9_1|Chain,gb|AAC47170.1|,mitogen-activated protein kinase-related protein [Plasmodium falciparum],5.17e-08,54.3,25.000,220
6OP9_1|Chain,emb|CAA57972.1|,mitogen-activated protein kinase 1, serine/threonine protein kinase [Plasmodium falciparum],1.05e-07,53.1,25.000,220
6OP9_1|Chain,gb|AAF99562.1|,cAMP-dependent protein kinase [Plasmodium falciparum],1.54e-07,52.0,23.348,227
6OP9_1|Chain,gb|AAT06260.1|,protein kinase B-like protein [Plasmodium falciparum],4.61e-07,50.8,23.301,206
