resolution,pdbid,title,expmethod,lignme,glytoucan,cids,protacxns,geneids,pmid,dois,pmcids,pclids,citations,pubchem_cid
1.08,3TVB,A Highly Symmetric DNA G-4 Quadruplex/drug Complex,X-RAY DIFFRACTION,MG|DM1|NA,,923|30323|888,,,22373921.0,10.1093/nar/gks193,PMC3384316,24891568.0,"Clark GR, Pytel PD, Squire CJ. The high-resolution crystal structure of a parallel intermolecular DNA G-4 quadruplex/drug complex employing syn glycosyl linkages. Nucleic Acids Res. 2012 Jul;40(12):5731–8. PMID: 22373921; PMCID: PMC3384316.",30323
1.1,427D,5'-D(*CP*GP*CP*(CH2-DM1)GP*CP*G)-3',X-RAY DIFFRACTION,DM1,,30323,,,,,,,,30323
1.17,1O0K,Structure of the First Parallel DNA Quadruplex-drug Complex,X-RAY DIFFRACTION,DM1|NA,,923|30323,,,12670225.0,10.1021/ja0297988,,16585242.0,"Clark GR, Pytel PD, Squire CJ, Neidle S. Structure of the First Parallel DNA Quadruplex-Drug Complex. J. Am. Chem. Soc. 2003 Mar 15;125(14):4066–7. doi: 10.1021/ja0297988.",30323
1.18,1D11,INTERACTIONS BETWEEN AN ANTHRACYCLINE ANTIBIOTIC AND DNA MOLECULAR STRUCTURE OF DAUNOMYCIN COMPLEXED TO D(CPGPTPAPCPG) AT 1.2-ANGSTROMS RESOLUTION,X-RAY DIFFRACTION,DM1|NA,,923|30323,,,3567161.0,10.1021/bi00378a025,,24520631.0,"Wang AH, Ughetto G, Quigley GJ, Rich A. Interactions between an anthracycline antibiotic and DNA: molecular structure of daunomycin complexed to d(CpGpTpApCpG) at 1.2-A resolution. Biochemistry. 1987 Feb 24;26(4):1152–63. doi: 10.1021/bi00378a025. PMID: 3567161.",30323
1.4,152D,DIVERSITY OF WATER RING SIZE AT DNA INTERFACES: HYDRATION AND DYNAMICS OF DNA-ANTHRACYCLINE COMPLEXES,X-RAY DIFFRACTION,DM1,,30323,,,8142363.0,10.1021/bi00178a023,,2184439.0,"Lipscomb LA, Peek ME, Zhou FX, Bertrand JA, VanDerveer D, Williams LD. Water ring structure at DNA interfaces: hydration and dynamics of DNA-anthracycline complexes. Biochemistry. 1994 Mar 29;33(12):3649–59. doi: 10.1021/bi00178a023. PMID: 8142363.",30323
1.4,2D34,FORMALDEHYDE CROSS-LINKS DAUNORUBICIN AND DNA EFFICIENTLY: HPLC AND X-RAY DIFFRACTION STUDIES,X-RAY DIFFRACTION,DM1|MG,,30323|888,,,2018756.0,10.1021/bi00230a002,,7605047.0,"Wang AH, Gao YG, Liaw YC, Li YK. Formaldehyde cross-links daunorubicin and DNA efficiently: HPLC and X-ray diffraction studies. Biochemistry. 1991 Apr 23;30(16):3812–5. doi: 10.1021/bi00230a002. PMID: 2018756.",30323
1.5,1D10,STRUCTURAL COMPARISON OF ANTICANCER DRUG-DNA COMPLEXES. ADRIAMYCIN AND DAUNOMYCIN,X-RAY DIFFRACTION,DM1|SPM|NA,,923|30323|1103,,,2334681.0,10.1021/bi00462a016,,27858634.0,"Frederick CA, Williams LD, Ughetto G, Van der Marel GA, Van Boom JH, Rich A, Wang AHJ. Structural comparison of anticancer drug-DNA complexes: adriamycin and daunomycin. Biochemistry. 1990 Mar 01;29(10):2538–49. doi: 10.1021/bi00462a016.",30323
1.5,1D33,Formaldehyde cross-links daunorubicin and DNA efficiently: HPLC and X-RAY diffraction studies,X-RAY DIFFRACTION,DM1|MG,,30323|888,,,2018756.0,10.1021/bi00230a002,,7605047.0,"Wang AH, Gao YG, Liaw YC, Li YK. Formaldehyde cross-links daunorubicin and DNA efficiently: HPLC and X-ray diffraction studies. Biochemistry. 1991 Apr 23;30(16):3812–5. doi: 10.1021/bi00230a002. PMID: 2018756.",30323
1.5,1DA0,DNA-DRUG INTERACTIONS: THE CRYSTAL STRUCTURE OF D(CGATCG) COMPLEXED WITH DAUNOMYCIN,X-RAY DIFFRACTION,DM1,,30323,,,2738914.0,10.1016/0022-2836(89)90577-9,,1402900.0,"Moore MH, Hunter WN, d'Estaintot BL, Kennard O. DNA-drug interactions. The crystal structure of d(CGATCG) complexed with daunomycin. J Mol Biol. 1989 Apr 20;206(4):693–705. doi: 10.1016/0022-2836(89)90577-9. PMID: 2738914.",30323
1.5,1JO2,Crystal Structure of the B-DNA Hexamer (CgATCG).Daunomycin Complex Containing a Ribose at the Intercalation Site,X-RAY DIFFRACTION,DM1,,30323,,,12876339.0,10.1107/s0907444903011788,,2286020.0,"Shi K, Pan B, Sundaralingam M. Structure of a B-form DNA/RNA chimera (dC)(rG)d(ATCG) complexed with daunomycin at 1.5 A resolution. Acta Crystallogr D Biol Crystallogr. 2003 Aug;59(Pt 8):1377–83. doi: 10.1107/s0907444903011788. PMID: 12876339.",30323
1.5,308D,BINDING OF DAUNOMYCIN TO B-D-GLUCOSYLATED DNA FOUND IN PROTOZOA TRYPANOSOMA BRUCEI STUDIED BY X-RAY CRYSTALLOGRAPH,X-RAY DIFFRACTION,DM1|BGC|MG,G71142DF,30323|888|64689,,,,,,,,30323
1.6,1VTH,DNA-DRUG INTERACTIONS: THE CRYSTAL STRUCTURES OF D(TGTACA) COMPLEXED WITH DAUNOMYCIN,X-RAY DIFFRACTION,DM1,,30323,,,,,,,,30323
1.7,1VTI,DNA-DRUG INTERACTIONS: THE CRYSTAL STRUCTURES OF D(TGATCA) COMPLEXED WITH DAUNOMYCIN,X-RAY DIFFRACTION,DM1,,30323,,,,,,,,30323
1.9,110D,ANTHRACYCLINE-DNA INTERACTIONS AT UNFAVOURABLE BASE BASE-PAIR TRIPLET-BINDING SITES: STRUCTURES OF D(CGGCCG)/DAUNOMYCIN AND D(TGGCCA)/ADRIAMYCIN COMPL,X-RAY DIFFRACTION,DM1,,30323,,,15299505.0,10.1107/s090744499300527x,,17308991.0,"Leonard GA, Hambley TW, McAuley-Hecht K, Brown T, Hunter WN. ANTHRACYCLINE-DNA INTERACTIONS AT UNFAVOURABLE BASE BASE-PAIR TRIPLET-BINDING SITES: STRUCTURES OF D(CGGCCG)/DAUNOMYCIN AND D(TGGCCA)/ADRIAMYCIN COMPL. 1993 Apr 15;(). doi: 10.2210/pdb110d/pdb.",30323
2.15,7QZ6,Transcriptional regulator LmrR with bound daunomycin and with Trp-67 and Trp-96 replaced by 5-fluoroTrp,X-RAY DIFFRACTION,DM1,,30323,,,35868012.0,10.1021/jacs.2c04986,PMC9354243,35412394.0,"Shao J, Kuiper BP, Thunnissen AWH, Cool RH, Zhou L, Huang C, Dijkstra BW, Broos J. The Role of Tryptophan in p Interactions in Proteins: An Experimental Approach. J Am Chem Soc. 2022 Aug 03;144(30):13815–22. PMID: 35868012; PMCID: PMC9354243.",30323
