5NXC_1|Chain,gb|AAT06260.1|,protein kinase B-like protein [Plasmodium falciparum],1.65e-22,96.7,26.022,269
5NXC_1|Chain,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],2.98e-20,90.5,30.732,205
5NXC_1|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],6.34e-19,86.7,30.233,215
5NXC_1|Chain,pdb|1V0O|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],9.56e-19,84.3,28.037,214
5NXC_1|Chain,pdb|1V0B|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],1.03e-18,84.0,27.536,207
5NXC_1|Chain,pdb|1OB3|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],1.42e-18,83.6,27.570,214
5NXC_1|Chain,pdb|5DYK|A,Chain A, CGMP-dependent protein kinase [Plasmodium falciparum],1.54e-18,85.9,28.293,205
5NXC_1|Chain,pdb|4RGJ|A,Chain A, Calcium-dependent protein kinase 4 [Plasmodium falciparum],4.24e-18,84.3,28.641,206
5NXC_1|Chain,emb|CAA45179.1|,PfPK2 [Plasmodium falciparum],2.66e-17,81.6,29.268,205
5NXC_1|Chain,emb|CAA80490.1|,serine/threonine-protein kinase [Plasmodium falciparum],1.10e-16,80.1,23.642,313
