7D7M_2|Chain,gb|AAP93837.1|,COPI protein [Plasmodium falciparum],1.51e-18,86.7,25.275,273
7D7M_2|Chain,pir|JC7987|,receptor for activated C kinase, RACK protein - Plasmodium falciparum [Plasmodium falciparum],5.83e-18,83.2,27.948,229
7D7M_2|Chain,pir|JC7987|,receptor for activated C kinase, RACK protein - Plasmodium falciparum [Plasmodium falciparum],1.59e-17,82.0,25.954,262
7D7M_2|Chain,pir|JC7987|,receptor for activated C kinase, RACK protein - Plasmodium falciparum [Plasmodium falciparum],3.82e-15,75.1,25.926,270
7D7M_4|Chain,sp|Q94650.3|,RecName: Full=ADP-ribosylation factor 1; Short=plARF [Plasmodium falciparum],1.25e-11,61.2,31.579,114
7D7M_4|Chain,gb|AAB03195.1|,ADP-ribosylation factor 1 [Plasmodium falciparum],1.83e-11,60.8,31.579,114
7D7M_4|Chain,gb|AAF15360.1|,ADP-ribosylation factor-like protein [Plasmodium falciparum],1.82e-10,58.2,33.077,130
7D7M_4|Chain,gb|AAF06723.1|,small GTP-binding protein [Plasmodium falciparum],2.82e-10,57.8,29.204,113
7D7M_5|Chain,pdb|8EZL|H,Chain H, Transmission-reducing antibody AS01-50, single chain Fv [Plasmodium falciparum],2.65e-22,88.6,43.511,131
7D7M_5|Chain,pdb|8EZL|H,Chain H, Transmission-reducing antibody AS01-50, single chain Fv [Plasmodium falciparum],4.45e-06,44.3,27.679,112
