query_chain,subject_id,subject_chain,subject_function,e_value,bit_score,percent_identity,alignment_length
8BX9_1|Chains,pdb|1V0B|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],8.07e-21,90.1,32.178,202.0
8BX9_1|Chains,pdb|1V0O|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],9.570000000000001e-21,89.7,32.178,202.0
8BX9_1|Chains,pdb|1OB3|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],1.38e-20,89.4,32.0,200.0
8BX9_1|Chains,emb|CAA80490.1|,serine/threonine-protein kinase [Plasmodium falciparum],1.93e-17,82.8,30.049,203.0,
8BX9_1|Chains,gb|AAL54911.1|,sexual stage-specific protein kinase [Plasmodium falciparum],1.20e-16,80.5,31.687,243.0,
8BX9_1|Chains,emb|CAA56732.1|,cdc2-related protein kinase 1 [Plasmodium falciparum],3.46e-16,79.0,30.435,207.0,
8BX9_1|Chains,gb|AAC61592.1|,cdk-related protein kinase 6 [Plasmodium falciparum],6.45e-16,76.6,28.372,215.0,
8BX9_1|Chains,pdb|4RGJ|A,Chain A, Calcium-dependent protein kinase 4 [Plasmodium falciparum],8.22e-15,74.3,32.143,224.0
8BX9_1|Chains,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],1.15e-14,73.9,30.542,203.0,
8BX9_1|Chains,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],5.69e-14,72.0,30.189,212.0,
