query_id,subject_id,subject_description,e_value,bit_score,percent_identity,alignment_length
1A29_1|Chain,sp|P24044.4|,RecName: Full=Calmodulin [Plasmodium falciparum],1.27e-95,272.0,89.189,148
1A29_1|Chain,gb|AAA29509.1|,calmodulin [Plasmodium falciparum],2.53e-91,261.0,87.162,148
1A29_1|Chain,gb|AAA29509.1|,calmodulin [Plasmodium falciparum],3.96e-11,57.0,43.421,76
1A29_1|Chain,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],1.52e-17,77.8,27.333,150
1A29_1|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],3.08e-16,73.9,35.099,151
1A29_1|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],5.07e-06,44.7,29.545,88
1A29_1|Chain,gb|AAB49899.1|,membrane-associated calcum-binding protein [Plasmodium falciparum],1.36e-08,52.0,28.03,132
1A29_1|Chain,gb|AAF14633.1|,membrane-associated calcium-binding protein [Plasmodium falciparum],1.69e-08,51.6,28.03,132
1CTR_1|Chain,sp|P24044.4|,RecName: Full=Calmodulin [Plasmodium falciparum],1.27e-95,272.0,89.189,148
1CTR_1|Chain,gb|AAA29509.1|,calmodulin [Plasmodium falciparum],2.53e-91,261.0,87.162,148
1CTR_1|Chain,gb|AAA29509.1|,calmodulin [Plasmodium falciparum],3.96e-11,57.0,43.421,76
1CTR_1|Chain,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],1.52e-17,77.8,27.333,150
1CTR_1|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],3.08e-16,73.9,35.099,151
1CTR_1|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],5.07e-06,44.7,29.545,88
1CTR_1|Chain,gb|AAB49899.1|,membrane-associated calcum-binding protein [Plasmodium falciparum],1.36e-08,52.0,28.03,132
1CTR_1|Chain,gb|AAF14633.1|,membrane-associated calcium-binding protein [Plasmodium falciparum],1.69e-08,51.6,28.03,132
1J3J_1|Chains,gb|AAA29580.1|,dihydrofolate reductase-thymidylate synthetase [Plasmodium falciparum],0.0,562.0,100.0,280
