query_chain,subject_id,subject_chain,subject_function,e_value,bit_score,percent_identity,alignment_length
2O2S_1|Chains,pdb|2OL4|A,Chain A, Enoyl-acyl carrier reductase [Plasmodium falciparum],4.98e-101,300.0,47.04,321.0
2O2S_1|Chains,pdb|1UH5|A,Chain A, enoyl-ACP reductase [Plasmodium falciparum],5.5e-101,299.0,47.04,321.0
2O2S_1|Chains,pdb|1VRW|A,Chain A, ENOYL-ACYL CARRIER REDUCTASE [Plasmodium falciparum],5.8e-101,299.0,47.04,321.0
2O2S_1|Chains,gb|AAK38274.1|,enoyl-ACP reductase, partial [Plasmodium falciparum],1.08e-100,302.0,47.04,321.0
2O2S_1|Chains,gb|AAK25802.1|,enoyl-acyl carrier reductase [Plasmodium falciparum],1.22e-100,302.0,47.04,321.0,
2O2S_1|Chains,pdb|3AM3|A,Chain A, Enoyl-ACP reductase [Plasmodium falciparum],2.1e-100,298.0,46.729,321.0
2O2S_1|Chains,pdb|3AM5|A,Chain A, Enoyl-ACP reductase [Plasmodium falciparum],4.750000000000001e-100,296.0,46.729,321.0
2O2S_1|Chains,gb|AAK83687.1|,enoyl-acyl-carrier protein reductase precursor [Plasmodium falciparum],1.65e-99,299.0,46.729,321.0,
2O2S_1|Chains,pdb|1NHG|A,Chain A, enoyl-acyl carrier reductase [Plasmodium falciparum],2.83e-83,250.0,50.885,226.0
2O2S_1|Chains,pdb|1NHG|C,Chain C, enoyl-acyl carrier reductase [Plasmodium falciparum],2.21e-14,66.6,59.259,54.0
