query_chain,subject_id,subject_chain,subject_function,e_value,bit_score,percent_identity,alignment_length
4G4S_5|Chain,pdb|5FMG|E,Chain E, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],3e-82,247.0,48.473,262.0
4G4S_5|Chain,pdb|5FMG|C,Chain C, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],4.49e-49,162.0,39.516,248.0
4G4S_5|Chain,pdb|5FMG|D,Chain D, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],1.24e-36,129.0,32.877,219.0
4G4S_5|Chain,gb|UUU46334.1|,putative proteasome subunit beta type-7, partial [Plasmodium falciparum],7.27e-10,57.8,26.531,196.0
4G4S_5|Chain,gb|UUU46535.1|,putative proteasome subunit beta type-7, partial [Plasmodium falciparum],7.94e-10,57.8,26.531,196.0
4G4S_5|Chain,gb|UUU46296.1|,putative proteasome subunit beta type-7 [Plasmodium falciparum],8.30e-10,57.8,26.531,196.0,
4G4S_6|Chain,pdb|5FMG|E,Chain E, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],2.38e-34,123.0,33.333,249.0
4G4S_6|Chain,pdb|5FMG|C,Chain C, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],1.34e-30,113.0,40.805,174.0
4G4S_6|Chain,pdb|5FMG|D,Chain D, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],9.68e-28,105.0,36.994,173.0
4G4S_9|Chain,pdb|5FMG|I,Chain I, PROTEASOME SUBUNIT BETA TYPE [Plasmodium falciparum],7.000000000000001e-70,213.0,50.228,219.0
4G4S_9|Chain,gb|UUU46535.1|,putative proteasome subunit beta type-7, partial [Plasmodium falciparum],1.3699999999999998e-69,214.0,50.228,219.0
4G4S_9|Chain,gb|UUU46334.1|,putative proteasome subunit beta type-7, partial [Plasmodium falciparum],2.1e-69,213.0,50.228,219.0
4G4S_9|Chain,gb|UUU46527.1|,putative proteasome subunit beta type-7, partial [Plasmodium falciparum],2.41e-69,213.0,50.228,219.0
4G4S_9|Chain,gb|UUU46313.1|,putative proteasome subunit beta type-7, partial [Plasmodium falciparum],2.52e-69,213.0,50.228,219.0
4G4S_9|Chain,gb|UUU46305.1|,putative proteasome subunit beta type-7, partial [Plasmodium falciparum],2.57e-69,213.0,50.228,219.0
4G4S_9|Chain,gb|UUU46502.1|,putative proteasome subunit beta type-7, partial [Plasmodium falciparum],2.63e-69,213.0,50.228,219.0
4G4S_9|Chain,gb|UUU46296.1|,putative proteasome subunit beta type-7 [Plasmodium falciparum],2.87e-69,213.0,50.228,219.0,
