3OXZ_1|Chain,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],3.47e-24,101,29.615,260
3OXZ_1|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],7.24e-22,94.7,31.140,228
3OXZ_1|Chain,emb|CAA80490.1|,serine/threonine-protein kinase [Plasmodium falciparum],3.15e-20,90.1,29.302,215
3OXZ_1|Chain,gb|AAF99562.1|,cAMP-dependent protein kinase [Plasmodium falciparum],3.91e-19,85.5,27.830,212
3OXZ_1|Chain,gb|AAL54911.1|,sexual stage-specific protein kinase [Plasmodium falciparum],2.58e-18,84.7,29.680,219
3OXZ_1|Chain,pdb|4RGJ|A,Chain A, Calcium-dependent protein kinase 4 [Plasmodium falciparum],2.11e-17,81.6,25.397,252
3OXZ_1|Chain,gb|AAT06260.1|,protein kinase B-like protein [Plasmodium falciparum],4.12e-17,80.5,25.417,240
3OXZ_1|Chain,emb|CAA45179.1|,PfPK2 [Plasmodium falciparum],2.96e-16,78.2,24.312,218
3OXZ_1|Chain,pdb|1V0O|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],5.11e-16,76.3,28.241,216
3OXZ_1|Chain,pdb|1OB3|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],5.21e-16,76.3,28.241,216
