3MIY_1|Chains,emb|CAA80490.1|,serine/threonine-protein kinase [Plasmodium falciparum],4.72e-20,89.4,26.695,236
3MIY_1|Chains,gb|AAT06260.1|,protein kinase B-like protein [Plasmodium falciparum],7.05e-19,85.1,23.600,250
3MIY_1|Chains,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],2.45e-18,84.0,27.064,218
3MIY_1|Chains,gb|AAL54911.1|,sexual stage-specific protein kinase [Plasmodium falciparum],1.26e-17,82.4,30.357,224
3MIY_1|Chains,pdb|1V0B|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],3.00e-17,79.3,28.426,197
3MIY_1|Chains,pdb|1V0O|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],3.16e-17,79.0,28.426,197
3MIY_1|Chains,pdb|1OB3|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],3.89e-17,79.0,28.426,197
3MIY_1|Chains,gb|AAF99562.1|,cAMP-dependent protein kinase [Plasmodium falciparum],1.28e-15,75.1,23.729,236
3MIY_1|Chains,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],1.96e-15,75.5,25.957,235
3MIY_1|Chains,emb|CAA45179.1|,PfPK2 [Plasmodium falciparum],5.36e-15,73.9,23.415,205
