1UU3_1|Chain,gb|AAT06260.1|,protein kinase B-like protein [Plasmodium falciparum],2.03e-71,227,38.699,292
1UU3_1|Chain,gb|AAF99562.1|,cAMP-dependent protein kinase [Plasmodium falciparum],8.99e-61,196,38.710,279
1UU3_1|Chain,pdb|5DYK|A,Chain A, CGMP-dependent protein kinase [Plasmodium falciparum],5.88e-52,182,35.587,281
1UU3_1|Chain,pdb|4RGJ|A,Chain A, Calcium-dependent protein kinase 4 [Plasmodium falciparum],7.20e-45,159,36.538,260
1UU3_1|Chain,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],1.19e-36,137,31.529,314
1UU3_1|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],3.18e-35,133,33.716,261
1UU3_1|Chain,emb|CAA45179.1|,PfPK2 [Plasmodium falciparum],2.51e-33,127,29.675,246
1UU3_1|Chain,emb|CAA80490.1|,serine/threonine-protein kinase [Plasmodium falciparum],1.66e-32,126,30.739,257
1UU3_1|Chain,emb|CAB76949.1|,NIMA-related protein kinase, partial [Plasmodium falciparum],2.32e-25,104,32.922,243
1UU3_1|Chain,gb|AAC47170.1|,mitogen-activated protein kinase-related protein [Plasmodium falciparum],5.94e-20,90.1,26.872,227
