4I41_1|Chain,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],2.64e-34,129,31.095,283
4I41_1|Chain,emb|CAA80490.1|,serine/threonine-protein kinase [Plasmodium falciparum],1.83e-30,120,30.830,253
4I41_1|Chain,emb|CAA45179.1|,PfPK2 [Plasmodium falciparum],3.59e-25,103,26.148,283
4I41_1|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],6.38e-24,100,30.241,291
4I41_1|Chain,pdb|5DYK|A,Chain A, CGMP-dependent protein kinase [Plasmodium falciparum],3.65e-23,98.6,29.242,277
4I41_1|Chain,gb|AAT06260.1|,protein kinase B-like protein [Plasmodium falciparum],2.66e-21,92.4,26.894,264
4I41_1|Chain,gb|AAF99562.1|,cAMP-dependent protein kinase [Plasmodium falciparum],3.53e-20,88.6,26.336,262
4I41_1|Chain,gb|AAC47170.1|,mitogen-activated protein kinase-related protein [Plasmodium falciparum],4.05e-17,80.9,26.339,224
4I41_1|Chain,pdb|4RGJ|A,Chain A, Calcium-dependent protein kinase 4 [Plasmodium falciparum],1.41e-16,79.0,26.642,274
4I41_1|Chain,emb|CAA57972.1|,mitogen-activated protein kinase 1, serine/threonine protein kinase [Plasmodium falciparum],2.11e-16,79.0,26.339,224
