4RJD_1|Chains,gb|AAA29509.1|,calmodulin [Plasmodium falciparum],3.31e-36,118,86.364,66
4RJD_1|Chains,gb|AAA29509.1|,calmodulin [Plasmodium falciparum],3.90e-12,56.6,45.161,62
4RJD_1|Chains,sp|P24044.4|,RecName: Full=Calmodulin [Plasmodium falciparum],3.34e-36,118,86.364,66
4RJD_1|Chains,sp|P24044.4|,RecName: Full=Calmodulin [Plasmodium falciparum],4.32e-15,64.3,46.774,62
4RJD_1|Chains,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],3.66e-10,53.1,38.333,60
4RJD_1|Chains,pdb|3K21|A,Chain A, Calcium-dependent protein kinase 3 [Plasmodium falciparum],9.79e-10,51.2,42.424,66
4RJD_1|Chains,pdb|3K21|A,Chain A, Calcium-dependent protein kinase 3 [Plasmodium falciparum],1.04e-06,43.1,35.000,60
4RJD_1|Chains,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],1.36e-06,43.1,36.364,66
4RJD_1|Chains,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],4.74e-06,41.6,34.286,70
4RJD_1|Chains,pdb|4RGJ|A,Chain A, Calcium-dependent protein kinase 4 [Plasmodium falciparum],3.23e-06,42.0,34.921,63
