8ABH_1|Chains,gb|AEK05569.1|,cytochrome b [Plasmodium falciparum],8.12e-72,229,38.567,363
8ABH_1|Chains,gb|AEK05566.1|,cytochrome b [Plasmodium falciparum],2.20e-71,228,38.292,363
8ABH_1|Chains,dbj|BAO25831.1|,cytochrome b [Plasmodium falciparum],2.23e-71,228,38.719,359
8ABH_1|Chains,gb|AJG01770.1|,cytochrome b, partial [Plasmodium falciparum],6.04e-71,224,41.608,286
8ABH_1|Chains,gb|AVP53340.1|,cytochrome b [Plasmodium falciparum],7.98e-71,226,38.292,363
8ABH_1|Chains,gb|AAF80985.1|,cytochrome b, partial [Plasmodium falciparum],8.63e-71,224,41.608,286
8ABH_1|Chains,gb|AIJ28888.1|,cytochrome b [Plasmodium falciparum],8.79e-71,226,38.292,363
8ABH_1|Chains,ref|YP_009480321.1|,putative cytochrome oxidase I [Plasmodium falciparum],8.79e-71,226,38.292,363
8ABH_1|Chains,emb|CAC14891.1|,cytochrome b [Plasmodium falciparum],8.79e-71,226,38.292,363
8ABH_1|Chains,gb|AAW88308.1|,cytochrome b [Plasmodium falciparum],9.08e-71,226,38.292,363
8ABH_5|Chains,gb|AAL73121.1|,mitochondrial processing peptidase beta subunit precursor [Plasmodium falciparum],4.51e-113,342,40.305,459
8ABH_5|Chains,gb|AAL49970.1|,mitochondrial processing peptidase alpha subunit [Plasmodium falciparum],1.66e-35,138,27.912,455
8ABH_6|Chains,gb|AAL49970.1|,mitochondrial processing peptidase alpha subunit [Plasmodium falciparum],7.64e-15,75.9,27.700,213
8ABH_6|Chains,gb|AAL73121.1|,mitochondrial processing peptidase beta subunit precursor [Plasmodium falciparum],1.08e-10,63.2,19.266,436
