6TU9_1|Chains,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],6.49e-17,80.5,27.004,237
6TU9_1|Chains,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],4.39e-16,78.2,30.208,192
6TU9_1|Chains,pdb|1OB3|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],1.13e-15,75.5,25.279,269
6TU9_1|Chains,pdb|1V0O|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],1.49e-15,75.1,25.279,269
6TU9_1|Chains,pdb|1V0B|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],1.86e-15,74.7,25.279,269
6TU9_1|Chains,gb|AAT06260.1|,protein kinase B-like protein [Plasmodium falciparum],5.55e-15,74.7,24.275,276
6TU9_1|Chains,gb|AAL54911.1|,sexual stage-specific protein kinase [Plasmodium falciparum],1.69e-13,70.9,30.508,177
6TU9_1|Chains,gb|AAD55782.1|,MO15-related protein kinase Pfmrk [Plasmodium falciparum],4.49e-12,65.5,24.670,227
6TU9_1|Chains,gb|AAC72269.1|,MO15-related protein kinase Pfmrk [Plasmodium falciparum],5.94e-12,65.1,25.221,226
6TU9_1|Chains,emb|CAA57972.1|,mitogen-activated protein kinase 1, serine/threonine protein kinase [Plasmodium falciparum],8.88e-12,65.5,22.747,233
