3BYO_1|Chain,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],2.91e-22,95.5,27.675,271
3BYO_1|Chain,emb|CAA80490.1|,serine/threonine-protein kinase [Plasmodium falciparum],2.11e-18,84.3,26.337,243
3BYO_1|Chain,gb|AAL54911.1|,sexual stage-specific protein kinase [Plasmodium falciparum],4.05e-18,84.0,30.526,190
3BYO_1|Chain,pdb|1V0O|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],2.94e-17,79.3,26.728,217
3BYO_1|Chain,pdb|1V0B|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],3.38e-17,79.3,26.728,217
3BYO_1|Chain,pdb|1OB3|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],3.77e-17,79.0,26.728,217
3BYO_1|Chain,pdb|4RGJ|A,Chain A, Calcium-dependent protein kinase 4 [Plasmodium falciparum],4.74e-17,80.1,26.724,232
3BYO_1|Chain,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],6.29e-17,79.7,28.704,216
3BYO_1|Chain,emb|CAA45179.1|,PfPK2 [Plasmodium falciparum],2.47e-16,78.2,23.904,251
3BYO_1|Chain,gb|AAT06260.1|,protein kinase B-like protein [Plasmodium falciparum],7.69e-15,73.6,24.710,259
