9NKJ_1|Chain,pir|S51042|,tat-binding protein homolog - malaria parasite (Plasmodium falciparum) [Plasmodium falciparum],2.21e-116,347,53.271,321
9NKJ_1|Chain,gb|AAA29520.1|,cell division cycle ATPase, partial [Plasmodium falciparum],6.43e-58,201,40.562,249
9NKJ_1|Chain,gb|AAA29520.1|,cell division cycle ATPase, partial [Plasmodium falciparum],3.31e-34,135,40.373,161
9NKJ_2|Chain,pir|S51042|,tat-binding protein homolog - malaria parasite (Plasmodium falciparum) [Plasmodium falciparum],5.13e-112,336,49.691,324
9NKJ_2|Chain,gb|AAA29520.1|,cell division cycle ATPase, partial [Plasmodium falciparum],4.56e-55,194,41.004,239
9NKJ_2|Chain,gb|AAA29520.1|,cell division cycle ATPase, partial [Plasmodium falciparum],6.70e-33,131,39.130,161
9NKJ_3|Chain,pir|S51042|,tat-binding protein homolog - malaria parasite (Plasmodium falciparum) [Plasmodium falciparum],0.0,634,77.020,396
9NKJ_3|Chain,gb|AAA29520.1|,cell division cycle ATPase, partial [Plasmodium falciparum],5.44e-60,206,41.825,263
9NKJ_3|Chain,gb|AAA29520.1|,cell division cycle ATPase, partial [Plasmodium falciparum],9.26e-35,135,41.718,163
9NKJ_4|Chain,pir|S51042|,tat-binding protein homolog - malaria parasite (Plasmodium falciparum) [Plasmodium falciparum],5.54e-104,314,46.012,326
9NKJ_4|Chain,gb|AAA29520.1|,cell division cycle ATPase, partial [Plasmodium falciparum],1.39e-55,194,42.358,229
9NKJ_4|Chain,gb|AAA29520.1|,cell division cycle ATPase, partial [Plasmodium falciparum],6.37e-37,142,41.718,163
9NKJ_5|Chain,pir|S51042|,tat-binding protein homolog - malaria parasite (Plasmodium falciparum) [Plasmodium falciparum],2.82e-112,335,48.199,361
9NKJ_5|Chain,gb|AAA29520.1|,cell division cycle ATPase, partial [Plasmodium falciparum],6.95e-54,189,37.984,258
9NKJ_5|Chain,gb|AAA29520.1|,cell division cycle ATPase, partial [Plasmodium falciparum],8.06e-33,130,40.881,159
9NKJ_13|Chain,gb|AAX31680.1|,hypothetical protein F12, partial [Plasmodium falciparum],2.19e-12,61.2,43.396,53
9NKJ_13|Chain,gb|AAX31678.1|,hypothetical protein F12, partial [Plasmodium falciparum],2.24e-12,61.2,43.396,53
9NKJ_20|Chains,pdb|5FMG|A,Chain A, PROTEASOME SUBUNIT ALPHA, PUTATIVE [Plasmodium falciparum],2.12e-76,231,44.231,260
9NKJ_20|Chains,pdb|5FMG|B,Chain B, PROTEASOME SUBUNIT ALPHA TYPE 2, PUTATIVE [Plasmodium falciparum],1.12e-43,147,36.087,230
9NKJ_20|Chains,pdb|5FMG|C,Chain C, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],4.29e-36,127,34.914,232
9NKJ_20|Chains,pdb|5FMG|E,Chain E, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],1.36e-33,121,29.646,226
9NKJ_20|Chains,pdb|5FMG|D,Chain D, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],1.68e-30,113,29.289,239
9NKJ_20|Chains,pdb|5FMG|G,Chain G, PROTEASOME COMPONENT C8, PUTATIVE [Plasmodium falciparum],2.18e-25,100,30.055,183
9NKJ_20|Chains,pdb|5FMG|F,Chain F, PROTEOSOME SUBUNIT ALPHA TYPE 1, PUTATIVE [Plasmodium falciparum],3.38e-25,99.8,32.161,199
9NKJ_21|Chains,pdb|5FMG|B,Chain B, PROTEASOME SUBUNIT ALPHA TYPE 2, PUTATIVE [Plasmodium falciparum],1.40e-95,279,57.692,234
9NKJ_21|Chains,pdb|5FMG|D,Chain D, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],4.48e-52,168,39.394,231
9NKJ_21|Chains,pdb|5FMG|C,Chain C, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],2.99e-41,140,39.153,189
9NKJ_21|Chains,pdb|5FMG|E,Chain E, PROTEASOME SUBUNIT ALPHA TYPE [Plasmodium falciparum],1.96e-37,131,32.547,212
9NKJ_21|Chains,pdb|5FMG|G,Chain G, PROTEASOME COMPONENT C8, PUTATIVE [Plasmodium falciparum],2.13e-29,110,27.477,222
9NKJ_21|Chains,pdb|5FMG|F,Chain F, PROTEOSOME SUBUNIT ALPHA TYPE 1, PUTATIVE [Plasmodium falciparum],2.34e-26,102,29.956,227
9NKJ_21|Chains,pdb|5FMG|A,Chain A, PROTEASOME SUBUNIT ALPHA, PUTATIVE [Plasmodium falciparum],1.04e-23,95.5,29.880,251
