5HEZ_1|Chains,pdb|1V0B|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],6.58e-21,90.1,32.178,202
5HEZ_1|Chains,pdb|1V0O|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],6.99e-21,90.1,32.178,202
5HEZ_1|Chains,pdb|1OB3|A,Chain A, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],1.00e-20,89.7,32.000,200
5HEZ_1|Chains,emb|CAA80490.1|,serine/threonine-protein kinase [Plasmodium falciparum],1.30e-17,82.8,30.049,203
5HEZ_1|Chains,gb|AAL54911.1|,sexual stage-specific protein kinase [Plasmodium falciparum],1.38e-16,80.1,31.687,243
5HEZ_1|Chains,gb|AAC61592.1|,cdk-related protein kinase 6 [Plasmodium falciparum],4.30e-16,77.0,28.774,212
5HEZ_1|Chains,emb|CAA56732.1|,cdc2-related protein kinase 1 [Plasmodium falciparum],7.00e-16,77.8,30.435,207
5HEZ_1|Chains,pdb|4RGJ|A,Chain A, Calcium-dependent protein kinase 4 [Plasmodium falciparum],1.29e-15,76.6,31.556,225
5HEZ_1|Chains,emb|CAA68090.1|,CDPK2 [Plasmodium falciparum],1.03e-14,73.9,30.542,203
5HEZ_1|Chains,emb|CAA47704.1|,protein kinase [Plasmodium falciparum],1.76e-14,73.2,30.189,212
